Name,N2-rep1,N2-rep2,N2-rep3,Gld2-rep1,Gld2-rep2,Gld2-rep3,Cpb3-rep1,Cpb3-rep2,Cpb3-rep3,Gld2-pcb19-rep1,Gld2-pcb19-rep2,Gld2-PARN1-rep1,Gld2-PARN1-rep2,Gld2-CAF1-rep1,Gld2-CAF1-rep2,Gld2-PANL2-rep1,Gld2-PANL2-rep2,Gld2-CCF1-rep1,Gld2-CCF1-rep2,Gld2-CCR4-rep1,Gld2-CCR4-rep2,1-2-cell-egg-rep1,1-2-cell-egg-rep2
NM_063309,15,7,16,27,35,29,7,25,6,7,0,6,8,8,14,95,16,6,0,32,19,0,0
NM_063311,225,303,450,533,492,259,220,446,71,236,45,173,442,152,1026,1929,239,133,188,235,315,259,183
NM_001027144,0,4,2,7,7,1,0,2,0,2,1,1,5,2,0,0,0,1,5,7,2,0,1
NM_063313,4,0,3,56,26,12,7,7,1,2,0,0,1,0,2,1,1,0,3,0,0,0,0
NM_063315,0,0,0,3,4,2,0,1,0,0,0,1,1,1,0,4,0,0,1,3,1,0,0
NM_063316,0,1,0,4,1,0,0,0,0,1,0,0,3,1,0,4,1,0,3,0,2,0,0
NM_001027145/NM_001027147/NM_001027146,642,600,883,596,586,323,631,1094,150,196,70,262,421,174,650,1308,220,217,435,448,366,286,458
NM_063322,1,5,0,12,4,9,1,0,0,1,0,1,9,2,7,18,1,0,5,5,1,0,0
NM_063323,0,0,0,7,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
NR_051421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267216/NM_001267215,1,0,7,0,2,1,0,2,2,1,0,2,1,0,0,0,2,2,0,1,2,0,0
NM_063326,1,0,1,3,2,0,0,0,3,0,0,0,2,2,5,0,2,0,0,2,0,0,0
NM_001267217,12,25,27,22,16,11,6,6,1,11,1,6,25,8,5,9,4,7,21,8,21,4,1
NM_063327,129,111,168,99,108,77,45,131,23,41,15,30,47,24,49,78,18,40,75,45,57,34,68
NM_063335,0,0,0,135,124,51,5,3,0,9,0,8,14,5,11,9,3,0,5,7,5,0,0
NR_051428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063339,15,13,34,28,28,19,17,27,6,48,6,20,37,12,21,40,7,11,15,13,18,0,0
NM_063341,0,1,1,6,5,3,0,5,1,11,2,6,5,3,10,13,6,0,1,1,5,9,17
NM_063344,86,113,155,411,287,144,112,146,24,93,28,79,195,69,101,212,51,64,104,132,140,40,32
NM_063346,154,173,282,263,204,87,147,184,29,81,33,87,198,108,155,259,53,75,167,118,187,91,87
NM_063348,96,116,208,381,256,118,106,132,13,90,32,71,207,102,134,265,40,64,119,104,143,17,32
NM_063350,20,20,34,52,40,19,55,30,8,18,4,21,39,19,24,66,11,18,21,13,28,0,1
NR_051432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026918/NM_182142/NM_182141/NM_182140/NM_182139/NM_182138/NM_182137/NM_063351/NR_051434,7,10,13,30,33,18,14,27,5,14,4,5,33,9,21,19,2,7,11,14,25,1,0
NM_063352,483,573,651,593,498,250,471,702,106,119,43,101,257,135,129,409,84,137,306,225,232,157,172
NM_001026814/NM_001026815,498,554,910,876,746,274,418,702,100,330,104,322,660,258,463,849,195,201,375,296,401,223,282
NR_051435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_002357/NM_001026820/NR_051437,47,68,85,83,123,52,51,65,8,43,7,20,36,26,35,70,7,6,33,37,39,14,5
NM_063358,1,2,1,3,9,0,1,2,1,2,0,4,0,1,2,0,0,0,1,0,0,20,4
NM_063360,1,1,9,7,4,2,0,4,0,0,1,1,1,1,0,0,3,0,2,0,2,0,3
NM_063364/NR_051439,3,8,14,5,7,5,8,1,1,0,0,2,7,6,3,5,0,1,1,1,0,3,0
NM_063365,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_063366,692,685,1055,1677,1432,654,508,613,110,456,103,445,600,403,376,1016,200,209,362,575,615,252,313
NM_063367,412,535,722,655,541,173,405,549,52,220,65,236,505,166,315,529,120,129,275,244,346,97,64
NM_001026917/NM_001026916,316,318,521,671,575,261,349,608,132,192,49,108,258,113,117,303,60,78,169,179,271,67,102
NM_063373,29,38,52,52,51,11,18,37,3,8,3,5,16,12,3,16,2,3,13,9,11,1,1
NM_063374,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0
NM_063375,0,0,0,11,4,3,0,5,0,0,0,0,2,0,0,3,2,0,2,0,4,0,0
NM_063379,2,4,6,26,19,20,1,3,1,11,0,5,3,3,3,17,3,0,2,6,9,0,0
NR_051441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063381,2,4,0,30,20,6,6,9,1,2,0,3,4,2,3,0,0,0,1,9,6,0,1
NM_063382,5,4,8,9,6,5,4,16,1,1,1,3,7,3,2,18,0,4,3,7,4,0,0
NM_001267220/NM_001267221,0,0,4,1,0,0,0,2,0,0,0,0,6,0,0,3,0,0,0,3,3,0,0
NM_063387,0,0,3,167,166,33,7,2,1,1,0,1,6,7,7,10,1,3,5,9,14,0,0
NM_063389,7,12,19,25,13,8,6,22,1,7,3,14,25,14,15,9,5,6,3,12,6,0,0
NM_001267223/NM_001267222,356,347,479,525,588,331,308,610,159,311,46,223,329,151,230,1248,195,157,246,397,275,372,375
NM_063391,161,168,249,309,327,87,124,183,16,94,24,42,190,83,53,102,12,46,133,77,162,23,47
NM_001267226/NM_001267225/NM_001267224/NM_001136354/NM_001136353/NM_001136352/NM_001129168/NM_001027176/NM_001027175,10,11,31,43,32,25,24,35,2,9,3,11,28,3,4,21,3,5,11,17,17,0,3
NM_063398,124,144,218,328,295,136,128,197,23,133,27,123,256,90,232,388,101,52,94,116,181,79,86
NM_063400,14,10,19,23,7,8,11,21,4,6,3,4,11,10,5,8,4,4,4,11,12,7,4
NR_051444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_063401,1,4,0,7,8,1,2,3,0,4,3,2,15,3,10,7,0,4,12,1,20,7,2
NR_051445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063405,3,2,2,15,28,9,6,2,1,3,3,5,15,9,4,11,1,5,10,9,9,0,0
NM_063406/NR_003409,1092,1167,1610,1573,1889,917,1065,1662,251,655,162,654,864,478,404,1904,257,366,517,795,555,231,348
NM_063407,776,662,1053,1080,1062,560,720,1361,431,530,140,374,765,403,194,740,311,274,544,675,789,277,349
NM_063408,170,137,289,207,231,90,105,216,22,102,22,72,100,79,159,499,36,47,83,56,83,20,62
NM_063409,11,19,32,58,75,37,28,52,9,11,6,36,79,3,46,78,19,12,12,20,37,68,43
NR_051449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063416,19,46,40,59,62,30,23,37,7,22,8,15,35,9,30,74,8,19,25,15,34,0,15
NM_001026952/NM_001026953,77,74,122,169,122,75,49,112,13,90,26,50,130,54,56,127,39,35,69,90,110,14,33
NM_063421,126,145,230,251,191,79,88,133,13,60,18,51,109,50,93,147,33,44,105,55,88,12,44
NM_001267235/NM_001267234,2,3,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063429,28,32,65,13,14,4,14,42,4,0,0,0,3,0,2,7,2,1,3,3,3,2,1
NM_063430,11,21,38,7,14,3,8,32,9,10,2,6,22,9,14,45,13,4,18,22,21,4,1
NM_063431,22,21,35,35,23,27,10,21,4,21,11,19,71,24,29,74,15,24,19,31,52,3,0
NM_063433,1,0,3,35,19,14,0,0,0,6,0,1,4,0,1,4,2,0,2,2,0,0,0
NM_063434,0,1,8,7,2,1,4,1,0,5,0,7,0,5,0,3,0,0,0,1,0,0,0
NM_063435,41,31,50,76,51,26,24,37,4,34,15,24,61,28,42,67,5,25,28,28,56,3,1
NM_063439,78,74,90,155,111,32,61,107,10,52,12,38,91,32,54,117,25,19,54,29,85,21,29
NM_001267241/NM_001267240/NM_001267239/NM_001267238/NM_001267237/NM_001267244/NM_001267243/NM_001267242/NM_001026884/NM_001026883,91,81,135,239,144,73,59,121,13,69,19,29,104,58,89,130,23,42,96,47,75,18,17
NM_001267247/NM_001267246/NM_001267245,0,0,1,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_001267249,0,0,2,3,4,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0
NM_063445,496,668,791,1061,1055,651,432,991,113,347,60,324,532,188,355,1103,261,109,227,416,439,139,163
NM_001267251/NM_001267250/NM_001026847/NM_001026846,35,62,89,169,128,40,66,62,10,32,8,36,77,18,50,102,17,13,41,42,54,26,13
NM_063447,2,2,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0
NM_063450,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NM_063453,285,211,419,319,310,214,220,423,107,104,32,130,136,78,213,539,85,73,150,166,186,145,207
NM_063454,225,319,421,323,326,99,383,345,69,147,27,113,237,94,211,436,62,86,176,137,209,116,160
NM_001027122,3,6,3,17,8,3,4,12,1,3,1,1,7,3,4,34,5,2,1,2,6,0,1
NR_051455,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NR_051456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063458,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
NR_051457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001027071,0,1,2,3,5,1,0,1,0,0,0,2,2,0,2,2,0,0,5,0,1,0,0
NM_063461,22,10,16,48,59,17,12,9,1,9,2,7,16,5,12,17,5,12,10,10,23,2,9
NM_001267256/NM_001267255,84,97,202,229,220,83,64,79,7,98,27,48,175,85,47,123,21,73,119,62,110,24,20
NR_051463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063466,10,23,23,26,21,10,31,52,8,13,3,13,14,13,17,88,4,5,8,21,6,0,1
NM_063470,1,0,1,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,4,1,0,1,0
NM_063471,3,2,6,16,14,9,6,3,2,4,3,10,22,10,6,10,1,2,1,18,4,0,3
NR_023949/NM_063474,27,28,49,15,18,11,35,64,12,5,0,8,10,3,4,11,2,2,4,7,7,0,0
NM_063475,89,86,182,134,136,42,91,169,34,37,5,30,65,22,53,135,19,17,53,61,55,67,60
NM_063476,359,384,499,630,576,299,348,662,73,294,111,304,836,243,521,984,302,162,302,394,570,242,231
NM_182158,143,189,304,130,172,66,134,188,41,48,15,35,63,39,29,117,42,21,34,39,66,27,30
NM_063478,0,4,0,5,6,0,0,11,0,1,0,0,0,5,0,9,0,0,2,0,1,0,0
NM_063480,1,1,3,5,4,1,2,0,0,1,0,4,7,0,1,2,1,1,0,2,1,0,0
NR_051465,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063483,7,8,15,16,18,6,5,11,0,6,4,3,23,3,2,4,0,6,7,6,8,0,0
NM_063485,27,35,47,42,55,10,33,70,3,15,8,20,24,13,8,36,4,11,18,21,16,3,11
NM_063486,1,4,2,9,13,5,0,7,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0
NM_063487,0,3,4,10,10,7,1,3,0,2,1,1,2,2,0,0,1,0,3,0,0,0,0
NM_001083164/NM_001027153/NM_001027152,37,34,50,60,60,39,34,52,9,20,9,8,30,18,15,71,20,4,19,17,45,0,0
NR_051468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063489,58,108,174,317,254,88,106,87,4,92,30,75,254,102,161,110,35,81,169,124,181,35,38
NM_001129162,140,316,366,296,292,80,213,258,19,143,20,59,138,70,108,141,33,73,148,77,223,83,138
NR_051469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_051479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063495,0,0,0,49,58,26,0,1,0,4,1,4,4,2,5,3,0,1,2,7,2,0,0
NR_051481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063496,24,19,20,23,37,21,21,20,2,14,2,17,36,18,9,34,10,15,16,10,16,0,10
NM_063501,620,823,991,1091,871,420,875,1156,160,360,76,223,502,276,315,663,119,203,412,272,548,297,382
NM_063503,12,8,13,13,21,9,13,12,5,14,1,7,15,8,16,28,5,1,4,18,9,15,1
NR_051484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
NR_051486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063504,404,554,778,929,721,240,509,695,83,477,85,206,629,307,306,664,131,146,352,354,595,208,254
NM_063506,328,445,646,568,576,275,457,678,65,212,50,140,369,131,272,848,95,83,161,174,235,85,114
NM_001136336/NM_001129118/NM_001267259/NM_001267258/NM_001026806/NM_063509/NM_063508,244,295,439,1034,713,263,354,415,39,364,79,162,574,268,303,464,102,156,324,296,364,100,138
NM_063511,2049,2058,3223,2041,2441,1307,1318,2744,429,647,96,558,765,349,537,1514,355,406,651,1079,866,726,561
NM_063512,2,5,4,6,10,1,4,6,0,2,0,2,3,0,0,1,1,0,1,3,1,0,0
NR_051489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063513,0,0,0,145,71,52,2,10,5,1,2,1,3,3,0,14,1,0,1,5,3,0,0
NM_063514,196,174,287,284,273,123,133,307,35,138,27,86,188,64,105,218,64,34,70,116,145,35,37
NM_063519,83,97,183,139,110,75,71,82,9,43,18,22,63,25,47,55,15,23,52,30,44,21,31
NM_063521,4,2,4,5,13,2,2,12,1,2,0,0,0,0,2,6,3,0,3,0,3,0,0
NM_001267262/NM_001267261,1,3,3,2,8,1,3,5,1,1,0,0,2,1,5,3,0,0,1,1,0,0,0
NM_063523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267264/NM_001267263,35,31,60,36,30,23,16,19,7,22,4,24,27,18,24,52,10,13,19,43,23,5,16
NR_051492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063525/NR_051496,21,12,39,51,32,13,19,30,2,16,3,6,45,18,7,24,4,9,5,33,14,3,1
NR_051499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NM_063526,187,247,320,920,660,251,265,252,7,354,106,162,765,237,268,415,80,160,311,307,431,58,67
NM_063527,141,154,256,226,116,63,97,226,32,54,14,51,148,35,58,91,37,62,71,93,107,72,72
NM_063531/NM_063530,16,28,25,48,26,19,8,28,4,21,3,18,15,8,21,39,3,5,20,6,21,6,0
NR_051503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267266/NM_001267265,14546,18082,22810,34693,34391,16600,21715,30722,9748,21522,5417,17666,35010,16268,13879,30835,13637,6789,10114,18420,22188,7579,5134
NM_001027187/NM_001027186,655,632,1190,221,215,135,603,1013,231,116,29,122,276,104,168,563,140,118,172,228,291,87,233
NM_001267271/NM_001267270/NM_001267269/NM_001267268/NR_051507,82,73,97,92,67,40,58,118,24,38,5,48,64,20,31,95,30,24,34,34,54,6,20
NR_101731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NM_063536,763,980,1495,2742,2337,1117,712,1019,198,724,171,393,1028,486,3178,5782,591,447,596,867,1579,638,739
NR_051516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063538,49,98,80,161,122,31,35,72,2,72,6,16,59,49,24,62,14,19,15,35,40,17,8
NM_063539,252,258,380,408,320,120,212,361,62,135,33,112,235,95,153,278,114,85,166,184,165,98,79
NM_063542,260,279,448,504,487,164,253,431,46,258,63,188,521,196,507,941,137,129,269,216,352,111,141
NM_063543,273,328,471,481,358,166,287,420,76,151,53,106,243,114,106,216,65,117,178,150,244,78,120
NR_051518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051519,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NR_101732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001027225,6,18,15,32,36,26,9,14,2,9,0,8,11,6,6,85,5,9,10,17,7,0,2
NM_063554,501,578,652,671,611,336,430,644,188,340,106,365,696,297,216,681,226,201,323,408,546,193,179
NR_002364/NM_001027185,21,32,64,77,46,17,34,65,2,10,11,8,38,12,29,45,10,11,27,9,23,12,0
NM_063557,77,126,154,207,164,57,91,175,15,42,15,58,137,38,157,237,35,21,67,64,83,20,43
NM_063559,24,23,46,50,32,4,22,35,1,4,3,12,31,9,4,14,1,4,8,21,12,6,2
NM_063560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NM_063565,4,4,7,3,3,1,1,0,2,0,0,1,1,0,0,0,0,1,3,1,1,0,0
NR_101734,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0
NM_001027200,29,31,37,50,59,19,38,43,3,17,3,9,12,18,26,58,2,9,10,6,14,0,0
NM_063570,13,28,33,60,63,38,21,51,5,28,6,19,39,19,24,56,6,15,12,20,22,2,7
NM_001027054,43,26,42,42,47,17,26,30,7,19,3,6,27,7,4,26,5,5,20,14,23,0,3
NM_063571/NM_063572,288,246,516,207,240,114,330,441,95,95,25,84,178,51,103,279,77,43,73,113,168,35,54
NR_051524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063575,240,260,374,359,244,135,179,406,43,139,30,93,230,82,140,266,79,93,159,183,188,105,163
NM_063576,269,309,472,465,288,133,295,428,60,191,50,137,370,179,176,364,56,109,262,236,336,72,146
NR_051526,1,1,1,2,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
NM_063579,0,3,3,0,0,0,2,3,0,2,0,1,2,0,0,2,0,0,1,0,1,0,0
NM_001038238/NM_001026737/NM_001026736/NR_051527,186,190,303,80,75,26,108,145,26,51,27,44,162,59,91,162,53,45,110,72,127,116,99
NM_063581,27,13,36,47,23,11,14,17,3,18,4,11,44,5,9,37,8,4,9,15,26,5,33
NR_051528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063583,204,151,234,304,270,131,140,226,30,109,36,73,207,99,118,220,38,84,154,115,151,98,118
NM_063590,57,107,156,522,315,103,94,103,7,83,36,54,353,136,95,157,31,74,203,90,133,18,17
NM_063591,1096,1235,1576,2289,1954,983,1116,1332,212,756,242,691,1330,630,1114,2226,422,420,733,687,934,360,378
NM_063594,0,0,0,4,1,1,0,2,0,2,0,0,3,1,1,1,1,0,2,1,2,0,0
NM_001129107,3,4,2,4,2,1,3,9,1,5,1,1,1,0,1,7,2,0,0,0,1,0,0
NM_001267279/NM_001267278,1,1,6,63,56,13,6,7,0,2,0,0,6,2,3,0,0,1,1,0,0,0,0
NM_063601,2,6,10,12,13,2,14,4,8,3,2,8,23,4,10,42,4,3,7,7,14,0,18
NM_001267280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267281/NM_001267282,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063606,0,0,0,15,18,2,4,8,0,0,0,1,4,0,2,0,1,0,2,0,4,0,0
NM_063610,182,380,420,888,503,143,203,230,8,248,94,110,612,249,303,256,43,136,455,148,452,60,36
NR_051536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063614,31,43,33,39,45,38,43,43,8,28,5,25,32,18,29,66,11,9,12,19,27,13,3
NR_051537,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
NM_171029/NM_171855,20,38,50,43,40,19,16,27,2,25,1,5,16,2,4,17,1,4,15,1,14,0,0
NM_063616,30,38,23,60,44,16,29,33,3,18,2,13,23,11,22,45,12,7,7,17,29,11,8
NM_063617,58,94,94,167,132,49,74,70,7,70,20,40,148,68,74,108,29,54,84,52,119,36,21
NM_063618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_063619,0,0,0,0,2,0,0,0,0,3,0,2,0,0,1,0,1,0,2,0,2,0,0
NM_063620,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
NM_063621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063624,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
NM_063625,3,0,1,0,4,1,0,2,0,2,0,0,0,0,0,0,0,2,1,1,2,0,0
NM_063626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
NM_063627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063628,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NM_063630,98,65,125,92,127,44,87,130,17,52,6,25,70,57,41,90,23,20,35,48,56,11,9
NM_001267283/NR_051539/NR_051541,2,5,24,9,31,9,11,2,3,5,0,4,21,9,4,8,2,1,12,11,8,3,0
NM_001267284,0,2,10,4,2,0,0,3,0,0,0,0,2,0,0,3,0,1,2,0,0,3,8
NM_063632,1,1,6,0,2,0,2,11,0,3,0,0,6,0,1,6,2,1,1,0,0,0,0
NM_001129169/NR_051543,38,39,65,19,29,10,25,28,6,8,1,4,7,2,1,5,2,0,1,0,4,9,12
NM_001267286/NM_001267285,374,498,591,667,425,149,344,460,34,202,39,82,247,143,140,250,38,73,239,98,262,90,160
NM_063636/NR_051544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063637,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063638,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0
NM_063639,0,0,0,19,10,5,2,0,1,0,0,2,2,0,0,0,0,0,0,1,2,0,0
NM_063641,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0
NM_063647,1,1,4,2,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NM_063648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0
NM_063651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063652,0,1,4,26,24,7,4,9,0,1,1,0,2,0,0,0,2,0,4,1,4,0,0
NR_051546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063655,0,0,0,41,20,4,6,23,1,0,0,0,5,2,0,1,1,0,0,0,1,0,0
NR_051547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063657,1,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_063658,165,241,211,194,226,103,114,253,34,146,40,82,253,74,97,350,90,65,154,149,172,32,52
NM_063659,51,77,110,50,50,16,43,53,10,20,6,9,29,18,17,30,11,17,44,15,28,10,16
NM_063660,352,452,644,688,627,326,374,629,100,221,38,100,260,143,132,350,68,130,285,242,334,77,137
NM_063665,13,27,19,75,43,26,5,7,2,16,8,19,24,10,30,25,9,11,16,34,45,24,11
NM_063666,66,51,115,1,5,3,72,154,12,10,6,16,31,1,50,31,27,13,32,15,45,7,2
NM_063667,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
NM_063669,13,6,16,11,6,0,6,8,0,8,0,3,6,6,2,6,2,2,4,1,6,0,0
NM_063670,213,243,357,449,317,135,105,208,3,145,22,45,222,119,110,226,50,82,182,101,186,52,97
NM_171030/NM_063671/NR_101737,27,22,34,42,69,13,27,55,7,10,5,8,22,9,7,21,3,2,12,12,17,0,5
NM_063674,486,505,784,517,467,229,453,679,65,221,53,176,316,137,203,404,108,168,364,286,294,195,266
NM_063677,5,3,6,115,54,13,13,47,2,1,0,0,2,0,2,3,1,0,5,5,0,0,0
NM_063678,0,0,0,57,27,21,9,6,0,1,0,0,6,0,1,6,0,2,19,2,3,0,0
NM_063679,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NM_001027338/NM_001027339,49,112,186,286,188,50,96,59,8,61,32,35,175,66,148,147,27,52,126,70,136,46,21
