Name,N2-rep1,N2-rep2,N2-rep3,Gld2-rep1,Gld2-rep2,Gld2-rep3,Cpb3-rep1,Cpb3-rep2,Cpb3-rep3,Gld2-pcb19-rep1,Gld2-pcb19-rep2,Gld2-PARN1-rep1,Gld2-PARN1-rep2,Gld2-CAF1-rep1,Gld2-CAF1-rep2,Gld2-PANL2-rep1,Gld2-PANL2-rep2,Gld2-CCF1-rep1,Gld2-CCF1-rep2,Gld2-CCR4-rep1,Gld2-CCR4-rep2,1-2-cell-egg-rep1,1-2-cell-egg-rep2
NM_062951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_062952,7,11,6,9,14,9,7,20,1,1,0,1,8,3,1,9,3,3,1,5,2,0,0
NM_062953,6,6,1,11,5,7,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
NM_062961,57,100,122,29,37,25,47,82,7,5,3,2,8,11,17,6,1,4,10,15,15,0,6
NR_062920--1-of-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051255,1,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NM_062963,118,141,194,352,252,131,124,205,31,104,26,47,151,70,60,118,23,56,106,103,156,11,19
NM_062964,4,4,9,11,9,5,8,9,0,4,2,2,5,0,9,15,0,3,6,2,8,0,3
NR_051257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182248/NM_062965,15,6,17,1,1,0,3,2,3,0,0,2,1,0,4,4,0,0,2,0,3,0,0
NR_051261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051262,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_062969,22,9,25,11,14,6,4,6,1,2,2,4,13,6,19,24,6,12,13,22,5,15,15
NM_062970,3,0,5,5,5,8,1,8,1,1,2,1,2,2,5,6,0,0,3,6,6,0,2
NM_001026983,2,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,0,0,1,0,1,0,0
NM_001026982,4,11,9,12,10,2,10,2,0,2,0,0,8,1,4,8,3,2,6,0,6,0,0
NM_062978,209,253,256,217,281,119,137,235,33,129,38,121,211,85,170,417,71,62,133,107,144,14,26
NM_001026986,0,1,7,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
NM_001026985,0,3,0,6,6,3,1,1,0,1,0,2,2,0,0,0,0,6,0,1,0,0,0
NM_001026987,88,157,123,157,207,67,124,228,26,89,18,52,98,48,72,267,28,25,49,84,75,13,1
NM_062979,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026981,17,10,56,71,43,29,22,34,6,23,2,20,61,15,18,27,19,9,18,21,22,10,0
NM_062990,162,214,296,82,115,48,131,216,20,64,17,36,99,30,45,142,33,34,79,59,113,69,142
NM_062992,0,0,2,35,24,7,3,12,0,2,0,0,4,0,1,1,0,0,1,3,4,0,0
NR_051269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
NR_051271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NR_051279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051281,0,0,0,2,2,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,1,0,0
NR_051283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051288/NR_069066--1-of-3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_171014/NM_062999/NM_171015/NM_063000,790,902,1294,2222,1501,700,986,1258,176,644,151,424,1160,466,595,1486,313,380,811,748,909,319,335
NM_063001,2,7,1,9,5,1,8,5,1,9,0,4,6,6,2,3,3,2,3,7,12,0,0
NR_051289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063002,18,14,10,25,13,11,13,27,4,3,2,6,10,3,10,7,2,1,4,4,5,0,3
NM_063003,1618,1881,2634,2352,2562,1132,1320,2332,430,1131,352,961,2092,853,1463,2458,545,480,1063,929,1384,504,471
NM_001026856/NM_001026855/NR_051293,16,7,15,9,4,4,15,12,4,12,5,2,11,8,1,16,3,5,8,3,5,1,8
NM_063005,39,56,92,78,102,41,55,92,15,41,7,46,96,49,69,156,21,34,61,55,61,16,8
NM_063006,52,18,46,59,43,17,17,42,3,14,1,5,12,15,2,21,8,8,10,4,11,0,12
NM_063007,44,47,70,48,52,42,33,46,4,26,4,15,29,10,13,29,5,9,23,18,22,3,4
NM_063008,423,629,863,1872,1249,522,438,674,43,612,154,351,1188,566,735,1028,164,233,544,446,694,165,85
NM_182155,660,601,891,555,608,326,670,1384,269,133,37,131,217,90,111,497,106,103,206,239,186,328,382
NR_051296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063009,50,48,88,26,49,21,61,75,10,13,5,8,35,16,37,93,6,10,7,16,23,4,9
NR_051297/NR_052330--3-of-13/NR_051109--5-of-16/NR_068699--3-of-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026718/NM_001026717/NM_001026716,42,42,66,87,96,47,20,48,8,46,17,31,93,16,48,73,23,13,27,58,45,14,29
NM_001026719/NM_063015,582,839,909,1043,844,340,869,920,70,383,97,270,773,320,682,1156,184,199,509,353,631,318,283
NM_063017,11,13,11,622,471,147,31,87,16,29,6,20,51,34,43,32,14,12,28,43,47,2,0
NM_063020,0,3,0,15,7,4,1,3,2,0,0,1,1,0,0,0,4,0,1,2,0,0,0
NR_051301,0,0,1,0,0,0,0,1,0,0,2,1,11,0,0,0,2,0,0,0,10,0,0
NR_101705,5,6,8,7,15,3,1,3,1,1,1,5,3,3,3,3,5,0,1,1,6,0,0
NM_063022--3-of-4,6,11,7,7,9,4,8,8,1,2,1,1,3,2,4,8,1,5,4,0,1,3,0
NM_063023,7,17,32,61,43,17,11,28,3,11,4,8,28,12,13,15,6,10,13,21,19,9,0
NM_001267191/NM_063025/NM_001026783,78,104,145,75,60,13,96,132,14,30,15,14,49,19,30,75,13,25,47,38,40,19,45
NM_063027,136,175,272,461,426,199,202,186,10,79,31,56,190,105,198,202,29,52,112,72,117,29,15
NM_001047277/NM_001047276/NR_051303/NR_002616,15,8,20,107,74,53,9,30,8,14,6,25,67,17,40,83,34,14,15,32,29,16,15
NM_063029,899,1166,1691,1869,1678,637,1296,1529,154,719,200,518,1175,509,1349,2126,401,363,782,641,852,301,617
NM_001026786/NM_001026785,1695,1688,2286,2157,2179,1037,1223,1787,276,1460,493,1186,2782,931,1619,3263,986,834,1707,1270,1799,768,845
NM_063031,20,27,28,32,44,19,17,34,11,17,9,21,49,15,23,32,21,16,25,18,36,23,10
NR_101706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063035,997,991,1515,1252,1091,462,1115,1939,266,410,77,284,625,238,257,741,243,258,581,532,582,522,613
NM_063036,112,144,244,310,188,52,133,215,27,87,28,68,162,66,83,127,38,52,160,73,126,75,43
NM_063042/NM_063043/NM_063041/NM_182179/NM_182178,17,16,41,48,32,14,24,52,11,58,7,19,86,36,8,41,45,19,30,68,73,18,28
NM_063048,6160,5774,8717,13006,14738,8847,6248,11026,2913,4562,1445,5077,9859,3874,4063,24028,5149,3219,5106,9394,6705,1842,1651
NM_063050,144,134,199,271,305,184,110,267,65,72,11,86,97,31,133,647,74,48,85,124,126,72,84
NM_001027133/NM_063052/NM_063053,708,756,1042,1811,1427,586,505,792,66,603,172,422,991,429,524,957,184,320,663,537,680,367,352
NM_063059,189,189,310,492,399,165,173,406,80,119,28,93,217,72,173,281,58,61,114,98,119,60,132
NM_063063,29,55,57,71,49,12,30,47,5,13,2,8,21,6,6,14,7,9,28,16,26,5,4
NM_001027132/NM_001027131,1014,1216,1759,970,1066,539,1197,1961,276,486,156,543,978,368,670,1484,306,302,550,599,633,413,385
NM_063066,1544,1388,2263,2470,2553,1107,1643,2591,283,1514,372,1096,2526,1091,1496,3656,900,980,1446,2713,2303,965,984
NM_063068,34,55,73,51,78,36,26,61,5,9,2,15,23,10,15,30,1,6,5,12,14,2,13
NM_063071,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0
NM_063073--1-of-2,231,280,422,302,263,137,289,404,52,176,53,137,411,149,217,483,113,106,225,223,358,128,101
NM_063073--2-of-2/NM_063077,214,223,443,311,247,88,326,368,64,191,36,136,397,144,240,501,129,90,246,275,358,135,119
NM_001026827/NM_001026826,27,41,42,28,67,19,20,72,12,24,5,33,38,19,16,64,8,11,8,33,27,9,6
NM_063086,1,4,5,19,27,13,3,0,0,136,19,47,105,51,84,278,76,34,49,122,89,7,9
NM_171019/NM_171020,1,0,1,3,2,0,1,0,0,0,0,0,2,1,3,3,0,2,3,0,1,0,0
NM_063088,8,7,9,8,9,0,9,3,0,4,2,1,5,1,3,6,0,0,2,3,0,0,0
NR_003403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
NR_003401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063090,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NM_001026891/NM_001026892,359,413,557,662,549,197,346,569,49,188,54,156,341,146,283,605,108,126,248,252,273,121,129
NR_101708,0,0,0,5,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_063094,49,40,36,44,61,44,29,40,6,27,11,28,62,20,32,93,21,11,29,37,39,10,3
NM_063096,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063097,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_063099,18,17,9,17,15,3,15,18,2,6,2,12,12,2,3,6,2,3,11,9,4,0,1
NM_063100,120,107,147,105,97,46,59,151,19,21,5,21,21,17,30,91,11,4,6,11,10,27,28
NM_063101,752,685,1150,1019,1435,678,1003,2081,366,841,145,685,1356,481,681,3537,859,318,516,1333,1050,420,568
NM_063102,114,184,261,430,436,251,195,287,32,299,114,296,668,339,679,1260,179,248,375,381,419,59,116
NM_063103,6,6,7,5,3,2,6,1,0,1,0,1,1,2,1,4,1,1,1,3,4,0,0
NM_001026889/NM_001026890,22,22,53,78,56,32,24,46,2,23,0,5,33,16,11,10,4,9,17,22,30,5,1
NM_182133/NM_063109,39,50,83,73,69,15,52,74,15,32,4,22,38,18,27,105,13,13,28,45,40,28,1
NR_101710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063112,43,51,66,74,75,36,62,59,9,26,9,37,83,28,36,54,28,14,19,36,52,28,15
NM_063113,256,342,565,427,371,133,352,438,43,162,52,122,320,174,188,225,64,111,306,170,213,65,140
NR_101711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_101712,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063121/NM_063120,114,95,184,271,256,81,112,195,29,71,18,69,133,51,218,468,58,41,73,85,118,45,64
NM_063122,173,211,273,291,144,68,123,200,23,73,23,43,109,64,40,112,21,77,213,89,130,65,94
NM_063126/NM_063127,269,346,485,641,477,200,241,388,31,272,67,172,485,188,365,528,97,155,326,235,372,133,78
NM_063129,2,1,8,17,8,6,2,5,0,2,2,1,14,1,7,5,1,1,5,1,3,0,0
NM_063131,58,60,76,64,79,21,44,89,12,46,6,16,26,13,16,32,7,14,14,16,30,0,5
NM_063132,0,1,0,1,4,1,0,4,0,1,1,2,6,0,3,1,0,0,2,0,3,8,0
NM_063135,729,871,1300,2268,1725,871,984,1516,180,435,78,474,858,310,536,1448,306,300,522,554,586,488,608
NM_063136,134,137,224,249,165,89,114,200,20,94,26,64,150,38,60,138,22,61,117,89,101,36,36
NM_063139,785,1060,1279,216,350,118,906,1324,127,84,22,54,139,68,237,240,28,35,61,80,102,29,8
NM_063141/NM_063140,0,0,3,31,21,2,4,2,0,1,1,4,0,6,3,1,1,0,4,1,3,0,0
NM_063142,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,2,1,0,1,4,0,0
NM_182194/NM_063144,1756,1891,2624,3712,4388,1910,1787,3786,699,1490,308,1292,2292,869,2013,8372,1238,616,1051,1573,1953,1042,1085
NM_063151,2,5,12,8,10,3,2,6,1,2,1,1,7,3,0,11,0,0,4,1,4,0,0
NM_063153,5,9,11,20,20,25,7,19,1,15,0,4,9,10,8,19,5,11,8,24,10,3,0
NM_063154/NR_051315,1,2,5,2,3,2,7,10,2,4,1,1,4,3,8,5,0,0,1,4,0,0,0
NM_063158--2-of-2,19,21,24,57,30,16,20,28,2,14,7,16,40,18,32,95,20,8,17,18,19,5,13
NM_063159,31,33,19,2,33,12,18,29,3,1,1,7,7,2,2,3,0,0,4,3,7,1,2
NM_063160,35,48,73,125,75,25,42,53,5,17,6,19,46,26,28,38,7,12,25,26,26,7,0
NM_063161,0,0,1,0,1,2,1,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0
NM_063163/NR_051318,4,5,4,2,2,0,2,3,0,1,0,0,2,2,1,0,0,0,2,1,1,0,0
NR_051319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063164/NM_001026874/NM_001026876,839,1159,1378,1983,1344,643,809,1228,131,485,117,289,792,395,385,942,204,246,600,484,781,271,459
NM_063166,9,0,6,10,3,1,1,3,1,1,0,0,6,2,1,8,0,3,3,1,0,1,0
NR_051321,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NR_051322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026877,2,1,1,52,28,4,4,5,1,1,2,1,0,1,5,14,2,1,4,0,1,0,9
NM_001027110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001027108/NM_001027109,1,2,2,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,2,0,1,0,0
NR_051327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063171,1,3,13,3,7,0,7,8,0,3,0,0,2,5,2,18,0,0,0,2,5,0,0
NM_063174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063175,0,0,0,21,20,22,1,0,0,0,0,0,1,0,3,0,0,2,2,1,0,0,0
NM_063179,33,52,67,3,2,0,16,16,5,1,1,0,5,1,14,0,4,1,2,0,5,0,2
NR_051334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063182,0,1,0,46,42,22,2,0,1,2,1,1,6,6,0,0,4,2,0,2,0,0,0
NR_051335,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NR_051337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063184,3,0,7,3,8,2,3,4,0,2,0,2,8,0,2,2,0,2,8,6,15,0,0
NM_001027331,38,39,63,59,62,24,41,45,4,68,5,33,46,28,22,107,19,19,38,24,46,13,21
NM_063185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_063190,2,0,4,6,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0
NM_063191/NM_001026977/NM_001026975,3,3,7,26,10,4,2,1,0,4,4,7,10,3,1,3,0,2,1,8,3,0,0
NM_063192,412,423,486,808,635,328,346,398,51,201,96,266,420,173,336,475,134,205,255,338,249,147,249
NM_063194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182175/NM_063196,614,621,999,484,476,326,482,1133,279,141,40,157,209,81,146,394,118,84,226,202,207,210,269
NR_051347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063198,31,36,38,58,49,23,32,49,8,42,3,29,38,12,15,71,11,16,14,36,32,20,1
NR_051349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NR_101714/NR_051350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
NM_182146/NM_182145/NM_182144/NM_001047333/NM_063199/NM_063200/NM_182147,56,66,108,170,122,35,90,72,6,36,8,34,55,24,20,77,12,10,50,47,51,7,38
NM_063203/NM_063202,447,416,679,697,656,349,395,651,86,182,32,108,253,96,266,550,110,104,190,204,226,151,97
NM_063204,1725,2559,3205,2112,1276,472,3256,3292,303,327,85,268,573,193,491,436,146,347,1115,384,638,773,917
NR_051358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063212,90,131,167,235,160,50,128,135,12,114,21,80,176,95,251,316,47,58,117,78,138,54,82
NM_063213,52,60,100,47,32,26,64,79,14,10,2,8,7,2,9,31,12,0,6,13,5,3,37
NM_063214,25,24,31,70,59,17,16,30,0,16,12,20,63,23,54,88,21,29,38,38,55,4,8
NM_063215,328,440,649,529,563,213,338,659,133,243,69,270,529,218,534,1529,155,161,270,262,327,208,212
NM_063217,538,643,788,1070,852,533,494,985,163,422,74,398,536,273,416,1579,296,179,310,471,511,189,410
NM_171022/NM_171023,487,528,734,753,651,374,449,824,132,141,45,219,357,120,285,1021,127,97,150,264,236,197,222
NM_063219,46,79,88,122,81,43,44,92,14,46,22,42,85,25,49,104,16,25,53,27,59,24,11
NM_063221/NM_182097/NM_182098/NR_051361/NR_051364/NR_051365,6,11,6,33,23,8,5,19,0,11,0,3,8,9,8,25,0,2,5,11,10,6,0
NR_051368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026715/NM_001026714,0,0,5,1,0,0,2,1,1,2,0,0,4,1,0,1,0,0,0,1,1,0,2
NM_063226,43,25,65,26,25,22,28,30,6,32,13,23,53,13,34,67,36,7,17,34,26,1,25
NM_063228,55,93,95,167,142,46,77,119,9,67,20,68,119,64,135,185,26,43,55,83,81,12,29
NM_063229,0,0,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_063230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_001026753/NM_001026754,18,25,19,33,31,9,25,35,1,12,2,11,23,16,6,20,6,4,9,11,11,0,4
NR_051370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM_171025/NM_171024,1591,1844,2883,1659,1841,857,1532,2531,459,654,150,532,1060,462,659,1706,394,393,838,887,852,587,590
NM_063235,99,100,147,150,130,62,57,122,19,51,14,53,120,55,140,404,33,41,85,91,101,43,60
NM_001267197/NM_001267198,12,2,22,21,18,4,9,17,5,12,4,8,6,9,9,50,12,4,6,6,14,0,0
NR_051372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_050718--3-of-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063242,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001027156/NM_001027157,76,60,71,82,99,38,42,132,7,43,9,37,42,23,33,70,22,11,33,37,31,15,8
NR_101718/NR_051388/NR_051390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063246,0,3,1,4,1,0,1,2,0,0,1,0,4,1,1,0,1,0,0,2,4,0,6
NR_051393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_063248,29,54,98,107,85,5,47,38,2,28,10,17,58,37,90,108,12,16,54,27,59,30,6
NM_063249,154,115,237,282,210,155,81,187,21,96,27,106,214,65,96,223,86,55,84,198,136,47,76
NM_063250,364,393,599,744,540,253,406,444,83,233,61,138,388,235,156,308,67,129,304,227,397,110,145
NM_063251,523,385,544,284,262,166,333,637,174,72,39,122,186,62,129,456,100,98,114,164,128,259,324
NM_063255,271,326,421,474,427,198,355,491,90,191,57,135,308,124,163,470,117,115,182,297,264,98,181
NM_063256,352,348,497,432,438,192,426,615,109,123,17,165,224,85,211,444,81,88,213,173,161,115,203
NM_063257,14,19,24,50,52,17,28,14,7,13,7,20,62,23,21,46,10,11,22,25,23,16,15
NM_063258,2481,2570,3764,3557,3724,1752,2104,4016,455,1398,291,969,2064,917,982,2445,543,626,1156,1684,1530,808,852
NR_051395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NR_051399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129196/NR_023956,8,7,5,14,7,2,1,7,1,7,2,1,4,6,5,7,0,5,1,1,9,0,0
NR_051401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267201/NM_001267200/NM_001276734/NM_063266/NM_063265,0,1,0,0,0,0,1,2,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0
NM_063267,75,61,114,145,157,56,74,79,18,31,14,28,75,36,43,108,35,19,37,30,40,7,2
NM_063269,1010,1366,1619,1393,1448,580,1224,1595,136,569,86,253,565,301,260,574,115,224,497,337,558,247,310
NM_001047367/NM_001047368,18,10,22,19,22,19,7,25,3,14,5,10,24,8,17,21,1,5,10,7,19,19,2
NR_051404,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_051408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063273,0,4,5,10,6,5,7,0,0,3,1,2,3,1,9,2,0,1,3,1,2,0,2
NR_051411,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
NR_051412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063277,75,61,58,130,81,46,27,57,4,44,9,40,110,28,55,108,13,28,54,53,62,16,14
NM_063278,1381,728,1303,1197,1192,1045,757,1625,414,594,110,575,830,318,627,2804,748,264,387,879,793,579,758
NR_051413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063279,482,593,756,942,949,343,546,760,98,185,44,133,226,163,89,285,63,105,144,178,169,49,33
NM_001026761,343,367,457,615,564,348,238,496,76,255,67,295,518,190,428,1201,253,188,288,413,362,152,200
NM_063280,115,121,154,232,197,103,64,141,9,68,23,61,151,72,97,105,29,55,96,96,108,34,43
NM_001026763,263,319,428,563,519,239,235,295,28,114,50,86,224,109,187,240,47,80,139,120,164,105,73
NM_063283,170,288,453,635,538,214,174,260,18,161,46,107,284,133,223,272,36,117,241,135,218,89,66
NM_063287,0,1,4,4,0,0,1,7,1,0,0,0,0,0,6,4,0,0,0,1,0,0,1
NM_001027151/NM_001027150,217,161,283,534,447,224,122,231,35,234,115,221,500,179,360,584,155,152,157,348,340,78,70
NM_063295,1575,1335,2174,2076,2145,1495,1410,2544,299,759,79,451,656,356,483,1482,402,350,561,1067,792,697,732
NM_063296,27,39,51,43,61,17,19,50,4,63,13,27,163,51,66,118,20,39,76,76,114,20,10
NR_051416,0,1,2,3,4,1,0,1,2,1,0,1,0,1,0,0,1,1,0,2,2,0,2
NM_063297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001026851,105,103,141,111,148,76,85,174,20,62,7,62,90,42,65,198,37,28,51,55,68,26,8
NM_063298,7,12,25,43,10,10,9,15,1,7,1,3,13,7,14,13,5,3,7,1,13,0,0
NR_003405,2,1,0,3,0,2,0,1,0,3,1,0,0,0,6,6,0,0,3,0,0,0,0
NM_063299,5,1,2,5,3,2,1,2,0,1,0,2,5,3,0,2,4,1,1,3,1,5,6
NM_001267207/NM_001267206,171,202,264,541,356,264,163,350,43,162,26,103,243,76,147,369,77,71,119,170,198,70,112
NR_051419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_063303/NM_182222,223,305,354,972,638,229,254,324,46,251,86,262,547,244,576,833,159,185,298,208,383,93,96
NM_063305,201,221,361,657,530,196,112,228,28,196,83,136,398,218,240,355,82,128,184,184,289,98,95
NM_063308,1,0,2,15,13,2,0,5,3,3,0,1,4,2,3,2,3,0,2,9,3,0,0
